snid,class
143411332,EB
154396067,EB
44028154,EB
70792651,DSCT
14321626,DSCT
107514899,EB
125004479,DSCT
111179459,DSCT
150941949,CEP
118072878,CEP
10191565,EB
55434316,RRL
43668690,RRL
60389632,EB
36107228,DSCT
89833633,DSCT
141294260,DSCT
146906785,DSCT
62138149,CEP
20622242,RRL
65759340,DSCT
48041870,DSCT
56233284,DSCT
94106666,EB
28856727,DSCT
68613848,RRL
154302958,DSCT
16561017,CEP
30260046,RRL
54166227,RRL
4986264,DSCT
83110566,CEP
58645442,RRL
87131105,CEP
149783439,CEP
129017488,EB
123355459,DSCT
114286007,DSCT
15573626,CEP
35862180,RRL
20111261,RRL
157791205,EB
129270960,CEP
18028270,RRL
111804655,DSCT
63252150,EB
141332659,DSCT
150191169,CEP
7323208,DSCT
21831609,CEP
37784913,CEP
15366526,CEP
64524369,RRL
158471992,DSCT
151332406,DSCT
61609873,EB
21089037,DSCT
93731854,DSCT
32015691,DSCT
55028005,EB
2173453,RRL
121353169,EB
30904688,RRL
51543287,DSCT
79741142,EB
60031309,RRL
45555512,CEP
90522408,CEP
84096908,DSCT
144482823,CEP
117995532,DSCT
113007633,EB
57216472,RRL
42282904,RRL
92622638,DSCT
71971186,RRL
8482736,DSCT
100343460,DSCT
87626245,DSCT
68178415,DSCT
29305975,RRL
97078825,CEP
5182491,DSCT
124632727,EB
60190893,RRL
103537377,CEP
44754919,EB
117113819,DSCT
19784653,DSCT
2367215,CEP
19240457,CEP
16518821,RRL
122003982,CEP
153422451,EB
58699393,DSCT
47340254,RRL
122814348,EB
43008229,RRL
33369400,RRL
146594396,EB
14238779,DSCT
54283087,DSCT
13483817,EB
59571952,DSCT
47853185,CEP
78904141,CEP
45647696,RRL
25192845,CEP
53524049,CEP
3211917,CEP
24662947,CEP
146837705,EB
138571091,EB
79846746,EB
30231081,RRL
93258625,DSCT
47159427,RRL
142400962,CEP
17344804,DSCT
83003594,CEP
4605464,CEP
72533332,DSCT
33280775,CEP
63918682,RRL
25609674,RRL
110256321,CEP
21375550,CEP
92540011,EB
47302858,DSCT
159099121,CEP
90874901,EB
90129391,EB
141226298,EB
108400241,EB
53086057,RRL
63234662,CEP
97359084,EB
119348348,DSCT
75065665,EB
66239232,EB
68720138,EB
35945059,CEP
153107970,EB
145080251,DSCT
8820645,DSCT
11022580,RRL
59265726,RRL
2993083,RRL
73620390,CEP
87975285,DSCT
8010288,DSCT
39584134,RRL
36233426,DSCT
73610983,EB
70930225,RRL
102968434,EB
82993401,EB
2638790,RRL
141169695,EB
4581872,CEP
71488815,RRL
143041328,DSCT
26234036,RRL
145597700,CEP
45454334,DSCT
47852180,EB
90125185,CEP
77916389,DSCT
63664769,DSCT
85113518,DSCT
43859235,CEP
113971688,DSCT
67432872,RRL
19032442,CEP
107104467,CEP
40188094,RRL
90949429,EB
156564556,EB
126748943,EB
2902366,DSCT
110605650,CEP
57881921,RRL
4393457,DSCT
5462018,DSCT
32185083,RRL
78830969,EB
54182862,DSCT
119939637,CEP
9346654,CEP
16129083,CEP
69608283,RRL
78594510,CEP
34284990,RRL
153849525,EB
43448532,CEP
119514684,EB
1599426,EB
96085646,EB
51438954,EB
100257890,EB
12086812,DSCT
95918884,CEP
30581982,RRL
18204261,RRL
144313636,DSCT
32484228,CEP
50610308,CEP
137717145,EB
136259884,EB
113316410,EB
121017936,EB
62609625,CEP
46188981,RRL
103510244,DSCT
127156789,EB
44130471,RRL
47707776,RRL
54588130,RRL
83912692,EB
138029273,EB
72029726,RRL
9588339,CEP
73744662,CEP
95670747,DSCT
53290898,RRL
143387572,CEP
124662157,EB
21377504,RRL
74480100,DSCT
21649373,RRL
53979893,RRL
56868326,RRL
8268339,RRL
158506105,EB
103654619,DSCT
15332049,RRL
51750660,EB
26208110,RRL
145643560,EB
116352314,DSCT
19721530,CEP
138511342,EB
133318111,EB
126785185,CEP
48835840,DSCT
33830811,EB
63958639,DSCT
45408464,RRL
30019174,CEP
134290398,CEP
24929423,RRL
139685882,CEP
67168264,RRL
52840335,RRL
34666965,RRL
29534571,RRL
20297622,RRL
22184080,CEP
43310120,RRL
96837672,CEP
11331136,RRL
85676605,DSCT
58889506,RRL
67383244,CEP
88176784,CEP
157058304,DSCT
34678320,DSCT
1339295,CEP
6172697,CEP
131592050,DSCT
113299587,EB
2098897,DSCT
19989479,DSCT
46336729,CEP
155128177,EB
31980015,CEP
90943285,EB
10248896,EB
20946642,DSCT
37157061,RRL
62926273,CEP
31681253,RRL
120969822,DSCT
157883711,CEP
112124832,EB
79041855,EB
45540854,CEP
15770863,RRL
50476127,RRL
9270118,RRL
66251199,RRL
122759418,CEP
40535830,EB
142158531,EB
104823804,EB
65870302,RRL
76070963,EB
40445779,RRL
36518900,RRL
87983649,EB
62540295,DSCT
116214730,EB
79314941,EB
89301612,DSCT
159192786,EB
29961349,CEP
61960346,RRL
80406001,EB
130188360,CEP
47612802,RRL
30592844,RRL
62770944,RRL
6904393,EB
81774000,EB
6210384,DSCT
50200449,DSCT
96598045,DSCT
65270978,RRL
153515158,EB
44332728,RRL
8313089,RRL
73145454,EB
143000840,EB
85091034,EB
156598736,EB
47159354,RRL
56229558,RRL
59598656,RRL
31734421,CEP
104407795,CEP
37974228,DSCT
69224951,DSCT
72680566,CEP
81517825,CEP
25333534,RRL
92355467,EB
92166096,EB
54311883,RRL
159076731,DSCT
82265001,CEP
62868412,DSCT
91736635,CEP
42905092,EB
139348842,EB
125103424,CEP
155937041,DSCT
68124222,RRL
54742551,CEP
80188924,EB
13925863,DSCT
49572020,RRL
103991083,EB
27135062,DSCT
37993493,EB
66823011,CEP
33391328,RRL
46681686,RRL
111976469,CEP
113564762,EB
65679604,EB
30446034,RRL
32568005,CEP
113804216,DSCT
55375376,CEP
43166054,DSCT
139223487,CEP
59320696,RRL
49658588,DSCT
135212509,EB
7919493,DSCT
55584492,RRL
57050494,RRL
34676957,RRL
12062709,CEP
79437633,DSCT
3524601,CEP
42727520,RRL
23377521,RRL
75231201,EB
156941389,EB
118048676,EB
138729081,EB
98640519,EB
4974915,RRL
16800005,DSCT
36303858,RRL
6455181,DSCT
58597521,DSCT
62395315,DSCT
62921466,RRL
135260682,EB
83426046,DSCT
149219203,EB
45984811,DSCT
78976103,EB
61931401,CEP
57066860,DSCT
37647462,DSCT
129761876,EB
8724351,RRL
25012793,EB
87269138,EB
157634814,DSCT
41905656,CEP
12528830,CEP
4183976,CEP
45375795,RRL
152307139,EB
29410249,RRL
39800396,CEP
156074442,DSCT
122058486,EB
142194752,EB
155111344,DSCT
35812157,RRL
64610974,CEP
40801471,RRL
3659922,RRL
55890579,DSCT
145404689,EB
138427934,CEP
44844759,RRL
32170848,DSCT
137776324,EB
32614166,RRL
54824836,RRL
70445893,RRL
126946146,DSCT
44826469,CEP
42026781,DSCT
121619691,DSCT
114935281,EB
129206874,CEP
129755600,DSCT
73781264,CEP
104597678,DSCT
149696783,CEP
103972617,DSCT
84597664,CEP
134781697,CEP
89951906,CEP
44885868,RRL
33018732,DSCT
23765215,EB
80196545,EB
60633415,RRL
80036017,EB
111248634,CEP
67954641,DSCT
74530747,CEP
151130112,EB
77567359,EB
106128378,DSCT
127847145,EB
119580649,DSCT
35755223,EB
112055928,DSCT
46807701,RRL
138236829,DSCT
104165953,CEP
70947363,EB
130183089,CEP
42515314,RRL
32879724,CEP
80079195,DSCT
113431243,EB
120974412,EB
55786441,CEP
62576498,RRL
40802340,RRL
58188618,CEP
21880067,EB
125919286,CEP
2450568,DSCT
65624359,EB
24294768,EB
45212344,RRL
92756225,EB
35770678,DSCT
82875895,DSCT
37956829,RRL
105212583,DSCT
59747567,CEP
61242371,DSCT
146240959,EB
40448611,CEP
150802010,CEP
74513001,CEP
93605803,DSCT
89692961,EB
26393575,DSCT
13444010,DSCT
112847246,DSCT
32690611,RRL
139877388,DSCT
42437210,RRL
51305189,RRL
140370165,EB
80826101,EB
150151666,EB
54948139,RRL
158843678,CEP
119540919,EB
145944182,EB
105965599,DSCT
96093250,CEP
104483073,CEP
64440457,EB
29815704,RRL
25083691,CEP
104608999,CEP
109210011,DSCT
89999595,DSCT
116109579,CEP
31989745,RRL
107738568,CEP
137874275,CEP
65959913,RRL
22833621,CEP
26565771,CEP
43559230,RRL
57229500,RRL
62378089,RRL
92970807,DSCT
78183655,EB
68208205,RRL
59146504,RRL
1233912,DSCT
5069904,CEP
79266403,CEP
2497903,CEP
106963577,CEP
58412281,DSCT
91866663,EB
103381099,DSCT
133853868,EB
132440482,CEP
117464180,CEP
19613026,RRL
47811411,DSCT
1793324,RRL
39464176,DSCT
61035023,EB
105264429,EB
76183165,EB
49434261,RRL
59754671,RRL
17922198,EB
146819087,DSCT
2696180,CEP
26128892,DSCT
124834816,DSCT
143655870,DSCT
132356710,CEP
50198213,DSCT
114885545,CEP
8755294,DSCT
105266015,CEP
32078190,RRL
65702411,DSCT
107660105,EB
158420818,EB
22036018,RRL
53358169,RRL
45288739,RRL
87359256,DSCT
158025842,EB
123421086,EB
149415674,CEP
65368254,RRL
90751530,CEP
117161621,EB
51988780,DSCT
32033930,DSCT
48122575,RRL
133743924,EB
122747545,EB
59831172,DSCT
40819236,EB
127908347,CEP
68876879,RRL
72851348,RRL
3300142,CEP
130723508,CEP
33720777,DSCT
138482298,DSCT
117917291,EB
145324624,EB
48829266,RRL
153862231,EB
75336893,DSCT
7983266,RRL
87333398,EB
122833814,CEP
95809386,CEP
32595572,RRL
35385492,RRL
50015020,EB
51109223,RRL
127180618,EB
95280778,EB
1067946,CEP
48385931,RRL
67072336,DSCT
47914851,RRL
43617570,RRL
6970879,RRL
29761656,RRL
134657141,EB
61697902,RRL
90142254,EB
82685276,EB
110605307,CEP
38465798,RRL
133892535,DSCT
19488445,DSCT
94641354,EB
67550550,EB
60842744,DSCT
42614587,CEP
77317116,EB
139400659,CEP
94270647,DSCT
48632396,DSCT
5892978,DSCT
40075319,CEP
8819006,RRL
34082277,RRL
20807274,RRL
6114152,RRL
41441169,RRL
73169747,EB
54384750,DSCT
108153024,CEP
50090512,CEP
91616453,DSCT
42558308,CEP
63239160,RRL
115251948,DSCT
133592878,DSCT
53759266,DSCT
36312399,EB
30970967,CEP
74698186,DSCT
14422448,RRL
108805109,CEP
35909135,DSCT
6339453,DSCT
6322494,RRL
146587282,EB
49871795,DSCT
93597992,EB
1888449,RRL
137518954,DSCT
12025115,DSCT
18382238,CEP
144163667,CEP
132168012,EB
42879046,DSCT
127708338,EB
69230687,RRL
26333370,RRL
136896980,EB
154241068,DSCT
73799575,CEP
127346227,CEP
9485983,RRL
14441689,DSCT
44523678,EB
149305064,EB
52477450,CEP
89131872,DSCT
5530507,DSCT
33016793,RRL
93986346,DSCT
155893412,DSCT
33339208,CEP
76211971,CEP
74853065,EB
51885084,RRL
74271146,EB
96717109,DSCT
65243930,RRL
27257246,RRL
125280416,EB
88359100,CEP
57537529,RRL
25205105,CEP
85703924,CEP
32595700,DSCT
58214286,EB
69122032,RRL
126691829,EB
136002260,DSCT
8747695,EB
27554289,RRL
145515254,CEP
71730491,RRL
110884365,EB
67630348,CEP
46166351,RRL
129396945,DSCT
54881786,DSCT
121785535,DSCT
96990415,EB
147774494,EB
22504692,RRL
11330816,RRL
60075713,RRL
39567682,CEP
86497158,DSCT
130548164,DSCT
124552760,CEP
83471242,EB
71101498,RRL
73507340,EB
133519111,CEP
40130240,DSCT
65957208,RRL
136487129,DSCT
93393705,CEP
101224795,DSCT
73313133,RRL
124865581,DSCT
110255153,DSCT
67783735,RRL
76476082,CEP
53359230,DSCT
8534570,CEP
110809134,DSCT
94334683,EB
75529148,CEP
77960338,CEP
145698025,EB
13511065,DSCT
133654987,DSCT
2746505,CEP
138931514,EB
45589931,RRL
138597552,CEP
40607012,EB
120789882,DSCT
87665721,EB
127901389,EB
66141585,RRL
18537806,CEP
57747462,DSCT
130550843,CEP
28604377,RRL
115740913,EB
37082440,DSCT
147371602,DSCT
41676915,CEP
78580493,CEP
64697053,DSCT
36662106,DSCT
101670987,EB
82974488,CEP
10202628,RRL
130910834,CEP
108816173,EB
4573115,RRL
127067939,CEP
98149734,CEP
117703241,DSCT
80029419,CEP
71041690,RRL
109022206,EB
68460577,CEP
10468055,RRL
67400123,RRL
118009447,EB
80375558,DSCT
49984461,DSCT
82020513,CEP
44317227,EB
133025946,DSCT
32816783,RRL
31266337,CEP
8627040,DSCT
1758538,RRL
62358819,EB
68474762,RRL
32593511,CEP
56888296,RRL
152283415,EB
11761335,DSCT
26644849,CEP
60818358,RRL
144337503,CEP
85130469,EB
64256109,CEP
56496946,CEP
98140353,EB
158661918,CEP
59638710,CEP
6028382,CEP
127910489,DSCT
137341369,CEP
78469882,CEP
84944170,DSCT
48638577,RRL
35022370,CEP
82368075,CEP
5539524,EB
158332744,EB
5158093,CEP
4992083,DSCT
60938415,RRL
28197733,RRL
9523443,RRL
26394607,CEP
127006471,EB
105446076,DSCT
51458877,EB
47192201,RRL
111267584,EB
114308907,CEP
7665889,RRL
24214507,RRL
71340879,EB
96697683,EB
36614394,RRL
110416252,EB
121470978,EB
136738616,CEP
38175494,CEP
122452334,DSCT
19056063,RRL
16542608,DSCT
93107591,EB
60427660,DSCT
136878134,EB
102183540,CEP
49976509,EB
106761594,CEP
106157683,CEP
38128932,RRL
58496209,CEP
64694218,EB
40814100,DSCT
141721356,EB
12385626,DSCT
128128272,EB
4019638,CEP
45691277,RRL
59849436,EB
40815981,CEP
98410480,CEP
37426259,DSCT
104523451,DSCT
87928993,EB
94536097,EB
83817682,DSCT
94379926,EB
77110301,EB
93171765,DSCT
20725526,RRL
134084819,EB
38835177,CEP
130423089,CEP
87519921,CEP
157676865,EB
8213676,CEP
85647770,EB
30252982,RRL
56335125,DSCT
15709952,CEP
105654330,EB
2136099,RRL
53523206,CEP
104934322,CEP
57818110,EB
28411566,EB
77759310,EB
22999778,RRL
72311280,EB
14764029,DSCT
9709499,DSCT
98571842,DSCT
28815633,CEP
85422668,EB
117796085,EB
71905707,RRL
117397211,CEP
29528792,DSCT
96264186,DSCT
8183639,RRL
60837310,DSCT
48478306,RRL
117242795,EB
8566808,DSCT
83382151,CEP
6685705,CEP
125188582,EB
49850945,RRL
78415339,CEP
119207831,CEP
52299132,CEP
99663051,DSCT
144057568,CEP
37879168,RRL
25603149,CEP
100387415,CEP
9888453,RRL
58594399,DSCT
57763583,RRL
78560972,DSCT
89983177,EB
48966013,DSCT
110005625,DSCT
48135547,CEP
68431291,CEP
122460762,CEP
123962151,DSCT
55392031,RRL
133953934,CEP
89267154,EB
113238114,EB
114845436,EB
42414164,RRL
131359260,CEP
105206512,DSCT
79649961,EB
108721156,CEP
47413591,CEP
111764268,CEP
69326245,DSCT
145345281,EB
71582801,RRL
43838290,EB
45053867,DSCT
146256815,EB
125758084,EB
80457512,CEP
114556519,DSCT
47496692,CEP
97653885,CEP
148008719,EB
79487963,EB
93406467,CEP
12783677,RRL
107695305,EB
6189665,DSCT
97507849,EB
6668733,RRL
15563918,DSCT
35200497,EB
96210795,EB
29334343,RRL
73883925,EB
138165775,CEP
31610537,EB
55604427,RRL
6910098,RRL
111977841,DSCT
146577580,DSCT
103637877,DSCT
31728571,RRL
18576982,RRL
147727407,EB
128362271,CEP
18834842,RRL
38987627,RRL
12545267,RRL
138399094,CEP
28376094,DSCT
57934885,RRL
26465359,RRL
77328796,DSCT
144526085,DSCT
53331242,RRL
37560278,CEP
51047102,RRL
27344258,RRL
101561282,CEP
80669591,EB
139124836,CEP
19328702,CEP
74872860,CEP
59809459,RRL
48283210,CEP
16214933,DSCT
125201883,EB
45455629,PISN-STELLA_HYDROGENIC
58717562,PISN-STELLA_HYDROGENIC
106187660,PISN-STELLA_HYDROGENIC
119867702,PISN-STELLA_HYDROGENIC
148019839,PISN-STELLA_HYDROGENIC
94363701,PISN-STELLA_HYDROGENIC
29539482,PISN-STELLA_HYDROGENIC
18841640,PISN-STELLA_HYDROGENIC
139594031,PISN-STELLA_HYDROGENIC
71567600,PISN-STELLA_HYDROGENIC
121366570,PISN-STELLA_HYDROGENIC
131752798,PISN-STELLA_HYDROGENIC
98265501,PISN-STELLA_HYDROGENIC
31903070,PISN-STELLA_HYDROGENIC
149898691,PISN-STELLA_HYDROGENIC
80939159,PISN-STELLA_HYDROGENIC
53753589,PISN-STELLA_HYDROGENIC
144502598,PISN-STELLA_HYDROGENIC
115460347,PISN-STELLA_HYDROGENIC
131361915,PISN-STELLA_HYDROGENIC
71065252,PISN-STELLA_HYDROGENIC
60704504,PISN-STELLA_HYDROGENIC
130225194,PISN-STELLA_HYDROGENIC
40826559,PISN-STELLA_HYDROGENIC
123457480,PISN-STELLA_HYDROGENIC
39451113,PISN-STELLA_HYDROGENIC
33102815,PISN-STELLA_HYDROGENIC
15547105,PISN-STELLA_HYDROGENIC
99845861,PISN-STELLA_HYDROGENIC
9522299,PISN-STELLA_HYDROGENIC
24273852,PISN-STELLA_HYDROGENIC
106750619,PISN-STELLA_HYDROGENIC
150765653,PISN-STELLA_HYDROGENIC
27358080,PISN-STELLA_HYDROGENIC
93409431,PISN-STELLA_HYDROGENIC
83247350,PISN-STELLA_HYDROGENIC
6385087,PISN-STELLA_HYDROGENIC
91566860,PISN-STELLA_HYDROGENIC
37425882,PISN-STELLA_HYDROGENIC
92862849,PISN-STELLA_HYDROGENIC
22369452,PISN-STELLA_HYDROGENIC
117210364,PISN-STELLA_HYDROGENIC
41795007,PISN-STELLA_HYDROGENIC
13547342,PISN-STELLA_HYDROGENIC
132907093,PISN-STELLA_HYDROGENIC
110229842,PISN-STELLA_HYDROGENIC
43925418,PISN-STELLA_HYDROGENIC
93637333,PISN-STELLA_HYDROGENIC
76421457,PISN-STELLA_HYDROGENIC
76641899,PISN-STELLA_HYDROGENIC
12387237,PISN-STELLA_HYDROGENIC
148973605,PISN-STELLA_HYDROGENIC
55438098,PISN-STELLA_HYDROGENIC
152748422,PISN-STELLA_HYDROGENIC
19633417,PISN-STELLA_HYDROGENIC
26344109,PISN-STELLA_HYDROGENIC
63340784,PISN-STELLA_HYDROGENIC
53327145,PISN-STELLA_HYDROGENIC
41942062,PISN-STELLA_HYDROGENIC
20766633,PISN-STELLA_HYDROGENIC
61572168,PISN-STELLA_HYDROGENIC
113691744,PISN-STELLA_HYDROGENIC
81539939,PISN-STELLA_HYDROGENIC
127340044,PISN-STELLA_HYDROGENIC
147703094,PISN-STELLA_HYDROGENIC
43265685,PISN-STELLA_HYDROGENIC
119666700,PISN-MOSFIT
42915137,PISN-MOSFIT
35927276,PISN-MOSFIT
114441110,PISN-MOSFIT
114326311,PISN-MOSFIT
65522173,PISN-MOSFIT
135880344,PISN-MOSFIT
85696528,PISN-MOSFIT
26414342,PISN-MOSFIT
103854347,PISN-MOSFIT
75887297,PISN-MOSFIT
17436766,PISN-MOSFIT
59320808,PISN-MOSFIT
6481679,PISN-MOSFIT
85846551,PISN-MOSFIT
62051410,PISN-MOSFIT
96783043,PISN-MOSFIT
35001551,PISN-MOSFIT
61905295,PISN-MOSFIT
81660811,PISN-MOSFIT
124798274,PISN-MOSFIT
133967386,PISN-MOSFIT
53308671,PISN-MOSFIT
137745981,PISN-MOSFIT
89347271,PISN-MOSFIT
97102071,PISN-MOSFIT
37675367,PISN-MOSFIT
144523796,PISN-MOSFIT
80479634,PISN-MOSFIT
65286991,PISN-MOSFIT
74811636,PISN-MOSFIT
60927011,PISN-MOSFIT
44670309,PISN-MOSFIT
75080572,PISN-MOSFIT
6226355,PISN-MOSFIT
154928653,PISN-MOSFIT
6004884,PISN-MOSFIT
75809174,PISN-MOSFIT
108611329,PISN-MOSFIT
156343949,PISN-MOSFIT
76496849,PISN-MOSFIT
51092357,PISN-MOSFIT
146935170,PISN-MOSFIT
149640754,PISN-MOSFIT
82221952,PISN-MOSFIT
119575998,PISN-MOSFIT
132910314,PISN-MOSFIT
108863123,PISN-MOSFIT
72281180,PISN-MOSFIT
83182283,PISN-MOSFIT
78825639,PISN-MOSFIT
151921094,PISN-MOSFIT
141697168,PISN-MOSFIT
104845635,PISN-MOSFIT
141065109,PISN-MOSFIT
41306044,PISN-MOSFIT
61915386,PISN-MOSFIT
157799071,PISN-MOSFIT
64926128,PISN-MOSFIT
27731217,PISN-MOSFIT
38808254,PISN-MOSFIT
112522434,PISN-MOSFIT
24974838,PISN-MOSFIT
137643305,PISN-MOSFIT
156537800,PISN-MOSFIT
135473516,PISN-MOSFIT
123142728,PISN-MOSFIT
49740848,PISN-MOSFIT
109866057,PISN-MOSFIT
105571929,PISN-MOSFIT
122822308,PISN-MOSFIT
94560478,PISN-MOSFIT
46355425,uLens-Single_PyLIMA
145643398,uLens-Single_PyLIMA
131061449,uLens-Single_PyLIMA
114016520,uLens-Single_PyLIMA
155554661,uLens-Single_PyLIMA
15300263,uLens-Single_PyLIMA
119516210,uLens-Single_PyLIMA
126407983,uLens-Single_PyLIMA
109121606,uLens-Single_PyLIMA
87347586,uLens-Single_PyLIMA
8161358,uLens-Single_PyLIMA
128612830,uLens-Single_PyLIMA
62788397,uLens-Single_PyLIMA
69248329,uLens-Single_PyLIMA
47286964,uLens-Single_PyLIMA
85014607,uLens-Single_PyLIMA
73098080,uLens-Single_PyLIMA
60231076,uLens-Single_PyLIMA
119614136,uLens-Single_PyLIMA
96291504,uLens-Single_PyLIMA
122636777,uLens-Single_PyLIMA
24090475,uLens-Single_PyLIMA
8719534,uLens-Single_PyLIMA
2115416,uLens-Single_PyLIMA
23569929,uLens-Single_PyLIMA
99318243,uLens-Single_PyLIMA
54027029,uLens-Single_PyLIMA
113861575,uLens-Single_PyLIMA
23950234,uLens-Single_PyLIMA
147858038,uLens-Single_PyLIMA
131612086,uLens-Single_PyLIMA
137323380,uLens-Single_PyLIMA
75122116,uLens-Single_PyLIMA
117806124,uLens-Single_PyLIMA
147355117,uLens-Single_PyLIMA
41038309,uLens-Single_PyLIMA
41392982,uLens-Single_PyLIMA
117810447,uLens-Single_PyLIMA
54458740,uLens-Single_PyLIMA
64550424,uLens-Single_PyLIMA
136675652,uLens-Single_PyLIMA
128085996,uLens-Single_PyLIMA
30275730,uLens-Single_PyLIMA
81863855,uLens-Single_PyLIMA
146270421,uLens-Single_PyLIMA
85687258,uLens-Single_PyLIMA
133685776,uLens-Single_PyLIMA
6470020,uLens-Single_PyLIMA
51665369,uLens-Single_PyLIMA
19627074,uLens-Single_PyLIMA
159283360,uLens-Single_PyLIMA
31709103,uLens-Single_PyLIMA
65626195,uLens-Single_PyLIMA
72870673,uLens-Single_PyLIMA
151491421,uLens-Single_PyLIMA
118043588,uLens-Single_PyLIMA
155959559,uLens-Single_PyLIMA
90060013,uLens-Single_PyLIMA
57095008,uLens-Single_PyLIMA
157027068,uLens-Single_PyLIMA
25781063,uLens-Single_PyLIMA
137419897,uLens-Single_PyLIMA
2857614,uLens-Single_PyLIMA
23875724,uLens-Single_PyLIMA
154021176,uLens-Single_PyLIMA
33005365,uLens-Single_PyLIMA
116537901,uLens-Single_PyLIMA
112102365,uLens-Single_PyLIMA
103691212,uLens-Single_PyLIMA
91257916,uLens-Single_PyLIMA
43947136,uLens-Single_PyLIMA
109200371,uLens-Single_PyLIMA
60564638,uLens-Single_PyLIMA
27808825,uLens-Single_PyLIMA
8613953,uLens-Single_PyLIMA
49180486,uLens-Single_PyLIMA
147366843,uLens-Single_PyLIMA
91661691,uLens-Single_PyLIMA
121841161,uLens-Single_PyLIMA
52975474,uLens-Single_PyLIMA
119965050,uLens-Single_PyLIMA
76935254,uLens-Single_PyLIMA
123077177,uLens-Single_PyLIMA
74392091,uLens-Single_PyLIMA
149884602,uLens-Single_PyLIMA
105815570,uLens-Single_PyLIMA
61593822,TDE
134835901,TDE
2731637,TDE
83268995,TDE
90724408,TDE
18323354,TDE
10085079,TDE
121337214,TDE
44386345,TDE
60618049,TDE
89564530,TDE
133438493,TDE
138188835,TDE
60543889,TDE
159054627,TDE
121381868,TDE
118304438,TDE
79814480,TDE
139867293,TDE
82786751,TDE
31121405,TDE
125326801,TDE
65839670,TDE
96845591,TDE
125600673,TDE
88061078,TDE
15638215,TDE
125814743,TDE
31346833,TDE
100011490,TDE
79500146,TDE
132456956,TDE
27586325,TDE
145288410,TDE
156288217,TDE
155212801,TDE
65645548,TDE
14226427,TDE
20870717,SNIcBL+HostXT_V19
65199784,SNIcBL+HostXT_V19
34539384,SNIcBL+HostXT_V19
141064177,SNIcBL+HostXT_V19
141936106,SNIcBL+HostXT_V19
20712502,SNIcBL+HostXT_V19
26810159,SNIcBL+HostXT_V19
1638897,SNIcBL+HostXT_V19
87300902,SNIcBL+HostXT_V19
116713701,SNIcBL+HostXT_V19
17795735,SNIcBL+HostXT_V19
139767170,SNIcBL+HostXT_V19
149502807,SNIcBL+HostXT_V19
65979131,SNIcBL+HostXT_V19
109352599,SNIcBL+HostXT_V19
58709002,SNIcBL+HostXT_V19
85857913,SNIcBL+HostXT_V19
81504345,SNIcBL+HostXT_V19
69024865,SNIcBL+HostXT_V19
123361470,SNIcBL+HostXT_V19
56888325,SNIcBL+HostXT_V19
143331775,SNIcBL+HostXT_V19
123184990,SNIcBL+HostXT_V19
103891907,SNIcBL+HostXT_V19
2038943,SNIcBL+HostXT_V19
138607404,SNIcBL+HostXT_V19
58432794,SNIcBL+HostXT_V19
115377688,SNIcBL+HostXT_V19
131730809,SNIcBL+HostXT_V19
130096031,SNIcBL+HostXT_V19
30994389,SNIcBL+HostXT_V19
95602613,SNIcBL+HostXT_V19
70802503,SNIcBL+HostXT_V19
124581311,SNIcBL+HostXT_V19
96117058,SNIcBL+HostXT_V19
36966653,SNIcBL+HostXT_V19
105189962,SNIcBL+HostXT_V19
82021726,SNIcBL+HostXT_V19
107810944,SNIcBL+HostXT_V19
2526390,SNIcBL+HostXT_V19
97780691,SNIcBL+HostXT_V19
94567999,SNIcBL+HostXT_V19
23929174,SNIcBL+HostXT_V19
15475412,SNIcBL+HostXT_V19
77456106,SNIcBL+HostXT_V19
53670828,SNIcBL+HostXT_V19
27520197,SNIcBL+HostXT_V19
100660610,SNIcBL+HostXT_V19
118157742,SNIcBL+HostXT_V19
10726950,SNIcBL+HostXT_V19
146301511,KN_B19
17630209,KN_B19
145598433,KN_B19
75011483,KN_B19
3578288,uLens-Binary
3356391,uLens-Binary
61700504,uLens-Binary
146487528,uLens-Binary
140638612,uLens-Binary
130856035,uLens-Binary
31081910,uLens-Binary
136248351,uLens-Binary
128046732,uLens-Binary
88210030,uLens-Binary
111449360,uLens-Binary
91943677,uLens-Binary
134361913,uLens-Binary
142715537,uLens-Binary
69034398,uLens-Binary
92602544,uLens-Binary
139798557,uLens-Binary
96991573,uLens-Binary
62415716,uLens-Binary
94722771,uLens-Binary
119783858,uLens-Binary
21412784,uLens-Binary
153408063,uLens-Binary
85514101,uLens-Binary
11646613,uLens-Binary
117680937,uLens-Binary
47869240,uLens-Binary
123226657,uLens-Binary
80049058,uLens-Binary
21657746,uLens-Binary
93009867,uLens-Binary
94979470,uLens-Binary
87043810,uLens-Binary
39766486,uLens-Binary
67159085,uLens-Binary
62830240,uLens-Binary
103344580,uLens-Binary
152565269,uLens-Binary
78345350,uLens-Binary
40579745,uLens-Binary
52601916,uLens-Binary
44274345,uLens-Binary
142358721,uLens-Binary
24481266,uLens-Binary
35843084,uLens-Binary
91541560,uLens-Binary
114542047,uLens-Binary
39445658,uLens-Binary
151933301,uLens-Binary
124739501,uLens-Binary
101369101,uLens-Binary
152754281,uLens-Binary
126129508,uLens-Binary
55815156,uLens-Binary
50439434,uLens-Binary
16857473,uLens-Binary
23861567,uLens-Binary
98105981,uLens-Binary
97226417,uLens-Binary
121878285,uLens-Binary
148553141,uLens-Binary
89685130,uLens-Binary
